hc;cf;distanza;lv;quotaCF;quotaHC;quotaGap
Spilimbergo la favorita;Fagagna;14828.485535434816;20;148;121.96224212646484;26.037757873535156
San mauro;Fagagna;6223.079317480834;7;148;166.37451171875;18.37451171875
Coseano;Fagagna;4126.468854440427;6;148;112.73396301269531;35.26603698730469
Fagagna poliambulatorio;Fagagna;2334.2309810892903;16;148;195.93162536621094;47.93162536621094
Colloredo di prato;Fagagna;7097.876336595486;17;148;103.91793823242188;44.082061767578125
Colloredo di monte albano;Fagagna;9132.17633038809;23;148;178.78968811035156;30.789688110351562
Alnicco;Fagagna;7334.17210414174;7;148;169.3649139404297;21.364913940429688
Castellerio;Fagagna;9016.222927390925;10;148;153.6357421875;5.6357421875
Pagnacco;Fagagna;9579.948907076914;5;148;139.8948516845703;8.1051483154296875
Colugna;Fagagna;9234.314086897823;4;148;124.73239135742188;23.267608642578125
Rizzi;Fagagna;9796.62925174673;7;148;117.85282897949219;30.147171020507812
Udine castello;Fagagna;13252.059587903821;13;148;114.83202362060547;33.16797637939453
Pasian di prato;Fagagna;9864.37377141088;12;148;101.91656494140625;46.08343505859375
Tavagnacco;Fagagna;11286.699132004795;5;148;154.57325744628906;6.5732574462890625
Tricesimo;Fagagna;12160.610137297797;9;148;175.9977569580078;27.997756958007812
Adegliacco;Fagagna;12074.578838545865;8;148;136.69041442871094;11.309585571289062
Feletto umberto;Fagagna;11936.200573323475;14;148;130.2279510498047;17.772048950195312
Zompitta presa c.b.l.t.;Fagagna;15990.536827111498;21;148;189.82723999023438;41.827239990234375
Zompitta borgo di sotto;Fagagna;15779.439915741916;21;148;170.5098114013672;22.509811401367188
Molmentet;Fagagna;17830.029886582728;8;148;193.34390258789062;45.343902587890625
Povoletto;Fagagna;18344.36575792719;9;148;131.51287841796875;16.48712158203125
Andrazza;Forni di sopra;735.0386285495307;11;922;887.3804931640625;34.6195068359375
Pesariis;Forni di sopra;18731.980542754933;12;922;876.10784912109375;45.89215087890625
Planais;Fossalon;18045.56557524561;7;0;-0.07753685861825943;0.07753685861825943
Torviscosa molino;Fossalon;18795.388458130325;11;0;3.627873420715332;3.627873420715332
Torviscosa ponte ferrovia;Fossalon;18039.45225756732;19;0;2.5879039764404297;2.5879039764404297
Tre ponti;Fossalon;17256.350163626506;8;0;0.11979803442955017;0.11979803442955017
Muscoli;Fossalon;16664.240232901695;6;0;2.1789941787719727;2.1789941787719727
Muscoli via san zenone;Fossalon;16308.536316411906;17;0;2.1789941787719727;2.1789941787719727
Cervignano floricoltura vrech;Fossalon;14993.54188880715;26;0;3.4289660453796387;3.4289660453796387
Castions delle mure casali fabbrica;Fossalon;18188.13076865585;30;0;1.4943509101867676;1.4943509101867676
Torviscosa;Fossalon;18386.367065012626;8;0;2.9870262145996094;2.9870262145996094
Belvat;Fossalon;16026.822623571197;7;0;-1.075460433959961;1.075460433959961
Cervignano;Fossalon;14545.417233379902;9;0;3.2710282802581787;3.2710282802581787
Aquileia idrovora ca' padovano;Fossalon;8970.63477382785;26;0;-0.20078884065151215;0.20078884065151215
Scodovacca;Fossalon;13655.712574043548;8;0;4.342519760131836;4.342519760131836
Borgo modena;Fossalon;13073.16902262181;9;0;4.265965461730957;4.265965461730957
Case polzin;Fossalon;12712.5632240053;8;0;0.8759349584579468;0.8759349584579468
Malborghetto di cervignano;Fossalon;12418.745703468792;23;0;0;0
Ca' viola;Fossalon;4530.47302390229;8;0;-1;1
Ca' anfora;Fossalon;12347.79931089695;8;0;-2.7816812992095947;2.7816812992095947
Grado sede g.i.t.;Fossalon;6569.49080256332;15;0;0.4218692481517792;0.4218692481517792
Grado molo torpediniere;Fossalon;6851.274053628611;19;0;0.6536489725112915;0.6536489725112915
Grado valle cavarera;Fossalon;4410.247210108607;17;0;0.6634598970413208;0.6634598970413208
Gradisca d'isonzo;Fossalon;19118.80939331955;13;0;28.20496368408203;28.20496368408203
Gradisca d'isonzo ponte pedonale;Fossalon;19358.228515455372;28;0;41.525821685791016;41.525821685791016
Gradisca d'isonzo casello idraulico;Fossalon;18959.1401350183;30;0;28.20496368408203;28.20496368408203
Sagrado ponte ss 305;Fossalon;18342.38788043804;17;0;23.534893035888672;23.534893035888672
Ruda cimitero;Fossalon;13725.485475205933;13;0;8.37320327758789;8.37320327758789
Turriaco;Fossalon;11527.862051985976;7;0;6.438595294952393;6.438595294952393
Pieris ponte ss 14;Fossalon;10349.414843027691;15;0;5.44204044342041;5.44204044342041
Fiumicello;Fossalon;7096.598941838331;8;0;0;0
Isola morosini ex magazzino tabacco;Fossalon;6012.372992206891;31;0;0.3983982503414154;0.3983982503414154
Isola morosini idrovora terranova;Fossalon;4453.316867238759;29;0;-0.651797890663147;0.651797890663147
Fossalon bonifica vittoria;Fossalon;3643.4859838698753;18;0;-1;1
Villa vicentina via sant'antonio;Fossalon;11542.958544812296;28;0;4.834527015686035;4.834527015686035
Villesse ponte ss 351;Fossalon;15469.349689144477;17;0;12.620546340942383;12.620546340942383
Monfalcone;Fossalon;11915.99036126493;5;0;4.997217178344727;4.997217178344727
Alberoni idrovora sacchetti;Fossalon;8197.290780072139;24;0;-0.009229229763150215;0.009229229763150215
Monfalcone piscina comunale;Fossalon;9975.55067774359;22;0;0.9136075377464294;0.9136075377464294
Gemona canciane;Gemona del friuli;1196.532353964824;9;184;189.93775939941406;5.9377593994140625
Ponte di braulins sponda destra;Gemona del friuli;3240.3124604295704;25;184;195.4087677001953;11.408767700195312
Osoppo;Gemona del friuli;4805.804048082221;16;184;168.62107849121094;15.378921508789062
Artegna;Gemona del friuli;3945.754971453012;16;184;198.69320678710938;14.693206787109375
Magnano in riviera;Gemona del friuli;4763.988941466379;15;184;198.69320678710938;14.693206787109375
Andreuzza;Gemona del friuli;6976.865999512857;14;184;160.34323120117188;23.656768798828125
Flagogna ponte armistizio;Gemona del friuli;13966.55491229534;17;184;207.7828826904297;23.782882690429688
Pinzano;Gemona del friuli;16174.796356322184;16;184;149.7477569580078;34.25224304199219
Villuzza;Gemona del friuli;15558.941900104768;16;184;194.49880981445312;10.498809814453125
San daniele del friuli;Gemona del friuli;14302.703285381776;10;184;201.00848388671875;17.00848388671875
San mauro;Gemona del friuli;14712.885015100532;14;184;166.37451171875;17.62548828125
Fagagna poliambulatorio;Gemona del friuli;16458.69147272767;16;184;195.93162536621094;11.931625366210938
Zeglianutto;Gemona del friuli;7647.934840617329;15;184;216.46371459960938;32.463714599609375
Collalto borgo di sotto;Gemona del friuli;9925.248939164021;21;184;210.4383087158203;26.438308715820312
Colloredo di monte albano;Gemona del friuli;10671.095771640883;21;184;178.78968811035156;5.2103118896484375
Alnicco;Gemona del friuli;16317.436001593496;15;184;169.3649139404297;14.635086059570312
Castellerio;Gemona del friuli;16543.693061226506;12;184;153.6357421875;30.3642578125
Pagnacco;Gemona del friuli;17353.341055659766;15;184;139.8948516845703;44.10514831542969
Moruzzo;Gemona del friuli;15968.225165005873;15;184;206.84463500976562;22.844635009765625
Tavagnacco;Gemona del friuli;16625.92637082808;16;184;154.57325744628906;29.426742553710938
Tricesimo;Gemona del friuli;14134.169874405588;15;184;175.9977569580078;8.0022430419921875
Adegliacco;Gemona del friuli;18212.043707327262;15;184;136.69041442871094;47.30958557128906
Qualso ponte di nimis;Gemona del friuli;12796.653656352766;17;184;204.3143768310547;20.314376831054688
Zompitta presa c.b.l.t.;Gemona del friuli;14314.869498536102;17;184;189.82723999023438;5.827239990234375
Zompitta borgo di sotto;Gemona del friuli;15056.952251572011;19;184;170.5098114013672;13.490188598632812
Molmentet;Gemona del friuli;13684.52600074785;15;184;193.34390258789062;9.343902587890625
Attimis borgo faris;Gemona del friuli;18026.95954796716;16;184;220.558349609375;36.558349609375
Attimis ponte ss 365;Gemona del friuli;16346.142343959727;18;184;226.2286376953125;42.2286376953125
Varmo casello idraulico c.b.b.f.;Gorgo;16226.51317954887;29;5;13.007050514221191;8.007050514221191
Madrisio ponte sul tagliamento;Gorgo;14335.320627930449;27;5;11.814027786254883;6.814027786254883
Latisana;Gorgo;4510.097312404747;8;5;5.5133056640625;0.5133056640625
Latisana scala;Gorgo;4537.781426109664;14;5;5.5133056640625;0.5133056640625
Bevazzana casello litoranea veneta;Gorgo;8032.17049293095;32;5;0.16124072670936584;4.838759273290634
Casali grinta;Gorgo;11817.005676580588;12;5;6.3910627365112305;1.3910627365112305
Stalis;Gorgo;17818.521361964034;6;5;10.510129928588867;5.510129928588867
Campomolle;Gorgo;12495.913715381224;9;5;7.805864334106445;2.8058643341064453
Teor;Gorgo;12910.839652680916;4;5;7.206847667694092;2.206847667694092
Flambruzzo;Gorgo;16808.151024781746;8;5;11.445226669311523;6.445226669311523
Flambruzzo villa badoglio;Gorgo;16907.503517345318;22;5;11.445226669311523;6.445226669311523
Case zoncolan;Gorgo;16462.899419146477;11;5;10.054102897644043;5.054102897644043
Ariis;Gorgo;16009.776748004875;5;5;10.054102897644043;5.054102897644043
Ariis cimitero;Gorgo;15908.95803343157;13;5;9.479960441589355;4.4799604415893555
Ariis parco;Gorgo;15854.668154202618;9;5;10.054102897644043;5.054102897644043
Ariis centro e.t.p.;Gorgo;15824.024730912375;18;5;10.054102897644043;5.054102897644043
Casali sacile;Gorgo;14883.803717047607;13;5;7.9696431159973145;2.9696431159973145
Casali petazzo;Gorgo;16044.244092367679;13;5;7.9478759765625;2.9478759765625
Pocenia;Gorgo;12208.643425710925;6;5;5.05306339263916;0.053063392639160156
Case trevisan;Gorgo;10627.817001262942;12;5;2.4833574295043945;2.5166425704956055
Casali gambellini;Gorgo;13468.161259312703;16;5;5.7831902503967285;0.7831902503967285
Latisana crosere;Gorgo;5592.1824485211755;15;5;1.522046685218811;3.477953314781189
Rivarotta;Gorgo;10322.418872175516;8;5;2.0823349952697754;2.9176650047302246
Precenicco;Gorgo;7095.466465536752;9;5;1;4
Pocenia zona industriale;Gorgo;12917.035765701485;22;5;5.951496601104736;0.9514966011047363
Palazzolo dello stella;Gorgo;8503.21695616961;20;5;1.3652523756027222;3.634747624397278
Casa di guardia;Gorgo;19325.976381385946;14;5;17.048948287963867;12.048948287963867
Molino vecchio;Gorgo;16307.624620590028;12;5;11.674541473388672;6.674541473388672
Sivigliano;Gorgo;16399.5052606309;8;5;11.674541473388672;6.674541473388672
Casello f.s.;Gorgo;10320.71769299081;11;5;2.4833574295043945;2.5166425704956055
Casa longo;Gorgo;10290.604934387733;7;5;2.4833574295043945;2.5166425704956055
Cormor paradiso;Gorgo;19187.15982272176;12;5;11.960711479187012;6.960711479187012
Zavattina;Gorgo;15253.752717590203;9;5;6.220213413238525;1.2202134132385254
Muzzana del turgnano ponte ss 14;Gorgo;12402.77022690747;29;5;3.7311344146728516;1.2688655853271484
Zellina;Gorgo;15690.705560709217;7;5;5.650354385375977;0.6503543853759766
Zellina ponte ferrovia;Gorgo;15561.02923027281;19;5;5.650354385375977;0.6503543853759766
Chiarisacco;Gorgo;18985.63482165779;9;5;4.510447978973389;0.48955202102661133
San giorgio di nogaro;Gorgo;18555.77562392942;17;5;5.442806243896484;0.4428062438964844
San giorgio di nogaro cimitero;Gorgo;18157.764318748363;26;5;4.7517523765563965;0.24824762344360352
Planais;Gorgo;17663.778260133633;7;5;-0.07753685861825943;5.077536858618259
Val lovato;Gorgo;8464.500756996238;8;5;-0.23750941455364227;5.237509414553642
Lignano sabbiadoro;Gorgo;9511.940897564527;16;5;2.3162028789520264;2.6837971210479736
Val pantani;Gorgo;6453.386676802081;11;5;0;5
Fraida;Gorgo;6395.559237207106;6;5;-0.03847680613398552;5.0384768061339855
Lame di precenicco;Gorgo;4142.999502063619;16;5;0;5
Marano lagunare colomba;Gorgo;13840.236496782843;20;5;0;5
Fauglis;Gradisca d'is.;16861.037317107337;11;29;17.458444595336914;11.541555404663086
Sevegliano;Gradisca d'is.;14294.063602531689;13;29;16.583078384399414;12.416921615600586
Torviscosa case savoiano;Gradisca d'is.;19671.075201874224;18;29;1.6187635660171509;27.38123643398285
Torviscosa molino;Gradisca d'is.;17066.211260646618;11;29;3.627873420715332;25.372126579284668
Torviscosa ponte ferrovia;Gradisca d'is.;16493.21121314636;20;29;2.5879039764404297;26.41209602355957
Tre ponti;Gradisca d'is.;15387.277765541021;12;29;0.11979803442955017;28.88020196557045
Muscoli;Gradisca d'is.;13104.986846424474;11;29;2.1789941787719727;26.821005821228027
Muscoli via san zenone;Gradisca d'is.;12525.250629635382;19;29;2.1789941787719727;26.821005821228027
Cervignano floricoltura vrech;Gradisca d'is.;12860.302688983487;24;29;3.4289660453796387;25.57103395462036
Castions delle mure casali fabbrica;Gradisca d'is.;14234.156027610796;29;29;1.4943509101867676;27.505649089813232
Torviscosa;Gradisca d'is.;17885.799784314553;10;29;2.9870262145996094;26.01297378540039
Visco;Gradisca d'is.;10541.06398182581;11;29;20.478994369506836;8.521005630493164
Belvat;Gradisca d'is.;17498.038596923132;13;29;-1.075460433959961;30.07546043395996
Cervignano;Gradisca d'is.;13651.81437378203;12;29;3.2710282802581787;25.72897171974182
Gris cuccana;Gradisca d'is.;19914.9983860596;10;29;37.09934997558594;8.0993499755859375
Palmanova;Gradisca d'is.;14370.088640428896;12;29;26.880163192749023;2.1198368072509766
Trivignano udinese;Gradisca d'is.;12832.341114935622;12;29;41.905914306640625;12.905914306640625
Lauzacco;Gradisca d'is.;18333.94094281003;12;29;55.54144287109375;26.54144287109375
Ialmicco sede protezione civile regionale;Gradisca d'is.;11794.975354289918;36;29;26.88026237487793;2.1197376251220703
Pavia di udine;Gradisca d'is.;18355.0968621144;11;29;63.512428283691406;34.512428283691406
Aquileia idrovora ca' padovano;Gradisca d'is.;18757.816974165096;24;29;-0.20078884065151215;29.200788840651512
Scodovacca;Gradisca d'is.;11586.781284576944;12;29;4.342519760131836;24.657480239868164
Borgo modena;Gradisca d'is.;11114.050718532968;13;29;4.265965461730957;24.734034538269043
Case polzin;Gradisca d'is.;12960.21963940335;12;29;0.8759349584579468;28.124065041542053
Malborghetto di cervignano;Gradisca d'is.;13076.982928025582;22;29;0;29
Ca' viola;Gradisca d'is.;17203.886355028506;12;29;-1;30
Ca' anfora;Gradisca d'is.;19447.412902890785;12;29;-2.7816812992095947;31.781681299209595
Ponte piuma;Gradisca d'is.;12667.854248640871;13;29;75.53910827636719;46.53910827636719
Gorizia teleferica ponte piuma;Gradisca d'is.;12801.734412059383;23;29;75.53910827636719;46.53910827636719
Gorizia presa c.b.p.i.;Gradisca d'is.;10147.992996311992;16;29;58.9251708984375;29.9251708984375
Mainizza;Gradisca d'is.;6268.134436096499;12;29;36.78827667236328;7.788276672363281
Farra d'isonzo m. fortin;Gradisca d'is.;4575.646619588077;18;29;51.71792984008789;22.71792984008789
Gradisca d'isonzo;Gradisca d'is.;1326.189140767524;4;29;28.20496368408203;0.79503631591796875
Gradisca d'isonzo ponte pedonale;Gradisca d'is.;1873.8785094513814;19;29;41.525821685791016;12.525821685791016
Gradisca d'isonzo casello idraulico;Gradisca d'is.;1625.7869740822446;22;29;28.20496368408203;0.79503631591796875
Sagrado ponte ss 305;Gradisca d'is.;1269.7028089988796;16;29;23.534893035888672;5.465106964111328
Ruda cimitero;Gradisca d'is.;8828.041571859949;12;29;8.37320327758789;20.62679672241211
Turriaco;Gradisca d'is.;9102.023538699323;12;29;6.438595294952393;22.561404705047607
Pieris ponte ss 14;Gradisca d'is.;10219.722381707918;15;29;5.44204044342041;23.55795955657959
Fiumicello;Gradisca d'is.;15009.689759781546;12;29;0;29
Isola morosini ex magazzino tabacco;Gradisca d'is.;14019.098934537024;31;29;0.3983982503414154;28.601601749658585
Isola morosini idrovora terranova;Gradisca d'is.;15258.351771671967;29;29;-0.651797890663147;29.651797890663147
Fossalon bonifica vittoria;Gradisca d'is.;17361.848263482654;21;29;-1;30
Villa vicentina via sant'antonio;Gradisca d'is.;10894.436434931806;27;29;4.834527015686035;24.165472984313965
Viscone;Gradisca d'is.;8938.100319244943;11;29;33.00700378417969;4.0070037841796875
Tapogliano ex ponte ss 252;Gradisca d'is.;5805.795546626323;23;29;20.637659072875977;8.362340927124023
Villesse ponte ss 351;Gradisca d'is.;6456.557827816035;18;29;12.620546340942383;16.379453659057617
Manzano ponte case;Gradisca d'is.;13361.092157249006;16;29;65.63212585449219;36.63212585449219
Manzano;Gradisca d'is.;14256.101891080816;12;29;75.56151580810547;46.56151580810547
Brazzano;Gradisca d'is.;9929.486499038032;11;29;70.73090362548828;41.73090362548828
Versa ponte ss 252;Gradisca d'is.;4743.192790556659;15;29;22.48201560974121;6.517984390258789
Capriva localita' la baita;Gradisca d'is.;6768.389357376032;20;29;53.29371643066406;24.293716430664062
Ruzzis;Gradisca d'is.;7703.389164598109;12;29;62.071739196777344;33.071739196777344
La baita ponte;Gradisca d'is.;6728.598246188974;12;29;53.29371643066406;24.293716430664062
Fratta;Gradisca d'is.;4071.4968180936517;11;29;23.620899200439453;5.379100799560547
Mariano del friuli;Gradisca d'is.;4015.4599133232728;14;29;31.00920295715332;2.0092029571533203
Versa;Gradisca d'is.;5784.720778978835;12;29;23.13545799255371;5.864542007446289
Rupa ponte ss 55;Gradisca d'is.;8212.78518261303;14;29;57.845272064208984;28.845272064208984
Gorizia aeroporto di merna;Gradisca d'is.;9238.393636547025;20;29;58.04591369628906;29.045913696289062
Savogna d'isonzo ponte ferrovia;Gradisca d'is.;6923.698914376315;25;29;46.73778533935547;17.73778533935547
Savogna d'isonzo ponte sp 8;Gradisca d'is.;6847.948712501733;21;29;46.73778533935547;17.73778533935547
Monfalcone;Gradisca d'is.;10186.425421523742;13;29;4.997217178344727;24.002782821655273
Alberoni idrovora sacchetti;Gradisca d'is.;12685.83847535461;23;29;-0.009229229763150215;29.00922922976315
Monfalcone piscina comunale;Gradisca d'is.;10634.261021210781;21;29;0.9136075377464294;28.08639246225357
Doberdo' centro visite gradina;Gradisca d'is.;7276.579871348204;25;29;60.08134078979492;31.081340789794922
Planais;Grado;15980.319014643308;6;5;-0.07753685861825943;5.077536858618259
Torviscosa molino;Grado;19120.04428388509;14;5;3.627873420715332;1.372126579284668
Torviscosa ponte ferrovia;Grado;18517.467746609433;22;5;2.5879039764404297;2.4120960235595703
Tre ponti;Grado;18109.30562945472;7;5;0.11979803442955017;4.88020196557045
Muscoli;Grado;18354.328641051718;6;5;2.1789941787719727;2.8210058212280273
Muscoli via san zenone;Grado;18215.82536505454;20;5;2.1789941787719727;2.8210058212280273
Cervignano floricoltura vrech;Grado;16841.772978162284;26;5;3.4289660453796387;1.5710339546203613
Castions delle mure casali fabbrica;Grado;19502.040994230338;33;5;1.4943509101867676;3.5056490898132324
Torviscosa;Grado;18359.312039935907;8;5;2.9870262145996094;2.0129737854003906
Belvat;Grado;15976.157520369323;6;5;-1.075460433959961;6.075460433959961
Cervignano;Grado;16109.441257000928;7;5;3.2710282802581787;1.7289717197418213
Aquileia idrovora ca' padovano;Grado;8493.369417972051;26;5;-0.20078884065151215;5.200788840651512
Scodovacca;Grado;16165.207585586766;8;5;4.342519760131836;0.6574802398681641
Borgo modena;Grado;15889.031896301312;10;5;4.265965461730957;0.734034538269043
Case polzin;Grado;14793.248481323346;10;5;0.8759349584579468;4.124065041542053
Malborghetto di cervignano;Grado;14500.010241374637;23;5;0;5
Ca' viola;Grado;7508.668168993141;8;5;-1;6
Marano lagunare colomba;Grado;19332.352064500345;20;5;0;5
Ca' anfora;Grado;11219.778044922396;8;5;-2.7816812992095947;7.781681299209595
Grado sede g.i.t.;Grado;19.16026481621751;12;5;0.4218692481517792;4.578130751848221
Grado molo torpediniere;Grado;1136.5108251462739;18;5;0.6536489725112915;4.3463510274887085
Grado valle cavarera;Grado;2248.9822435639276;15;5;0.6634598970413208;4.336540102958679
Ruda cimitero;Grado;17328.178775088418;11;5;8.37320327758789;3.3732032775878906
Turriaco;Grado;15821.734424879254;5;5;6.438595294952393;1.4385952949523926
Pieris ponte ss 14;Grado;14621.992576284885;16;5;5.44204044342041;0.44204044342041016
Fiumicello;Grado;10012.395906150543;9;5;0;5
Isola morosini ex magazzino tabacco;Grado;10712.068295622219;32;5;0.3983982503414154;4.601601749658585
Isola morosini idrovora terranova;Grado;10654.602045757392;30;5;-0.651797890663147;5.651797890663147
Fossalon bonifica vittoria;Grado;10225.871599682932;24;5;-1;6
Villa vicentina via sant'antonio;Grado;14882.79648022052;30;5;4.834527015686035;0.16547298431396484
Villesse ponte ss 351;Grado;19537.984499632348;20;5;12.620546340942383;7.620546340942383
Monfalcone;Grado;18274.01163371243;8;5;4.997217178344727;0.0027828216552734375
Alberoni idrovora sacchetti;Grado;14593.130062898537;24;5;-0.009229229763150215;5.00922922976315
Monfalcone piscina comunale;Grado;16176.227218090056;25;5;0.9136075377464294;4.086392462253571
Planais;Grado-mare;16478.82840687141;8;0;-0.07753685861825943;0.07753685861825943
Torviscosa molino;Grado-mare;19691.371204267787;14;0;3.627873420715332;3.627873420715332
Torviscosa ponte ferrovia;Grado-mare;19091.907276693422;21;0;2.5879039764404297;2.5879039764404297
Tre ponti;Grado-mare;18688.710112813587;9;0;0.11979803442955017;0.11979803442955017
Muscoli;Grado-mare;18937.311381343297;9;0;2.1789941787719727;2.1789941787719727
Muscoli via san zenone;Grado-mare;18798.248920846574;19;0;2.1789941787719727;2.1789941787719727
Cervignano floricoltura vrech;Grado-mare;17424.02535177764;23;0;3.4289660453796387;3.4289660453796387
Torviscosa;Grado-mare;18924.702195365408;10;0;2.9870262145996094;2.9870262145996094
Belvat;Grado-mare;16544.766054105523;9;0;-1.075460433959961;1.075460433959961
Cervignano;Grado-mare;16692.367184750387;9;0;3.2710282802581787;3.2710282802581787
Aquileia idrovora ca' padovano;Grado-mare;9073.218022876534;26;0;-0.20078884065151215;0.20078884065151215
Scodovacca;Grado-mare;16740.86960341448;8;0;4.342519760131836;4.342519760131836
Borgo modena;Grado-mare;16459.344812980784;9;0;4.265965461730957;4.265965461730957
Case polzin;Grado-mare;15372.506089440749;11;0;0.8759349584579468;0.8759349584579468
Malborghetto di cervignano;Grado-mare;15078.951215406527;23;0;0;0
Ca' viola;Grado-mare;8024.523636695447;9;0;-1;1
Marano lagunare colomba;Grado-mare;19787.388659766002;17;0;0;0
Ca' anfora;Grado-mare;11775.91162968903;9;0;-2.7816812992095947;2.7816812992095947
Grado sede g.i.t.;Grado-mare;589.7023954726923;11;0;0.4218692481517792;0.4218692481517792
Grado molo torpediniere;Grado-mare;1656.0380989868643;15;0;0.6536489725112915;0.6536489725112915
Grado valle cavarera;Grado-mare;2444.439069688907;12;0;0.6634598970413208;0.6634598970413208
Ruda cimitero;Grado-mare;17882.321071673596;10;0;8.37320327758789;8.37320327758789
Turriaco;Grado-mare;16347.555795372704;9;0;6.438595294952393;6.438595294952393
Pieris ponte ss 14;Grado-mare;15144.985674482657;16;0;5.44204044342041;5.44204044342041
Fiumicello;Grado-mare;10560.270719122193;10;0;0;0
Isola morosini ex magazzino tabacco;Grado-mare;11192.589802784221;31;0;0.3983982503414154;0.3983982503414154
Isola morosini idrovora terranova;Grado-mare;11014.452434019076;28;0;-0.651797890663147;0.651797890663147
Fossalon bonifica vittoria;Grado-mare;10467.08868003618;22;0;-1;1
Villa vicentina via sant'antonio;Grado-mare;15439.144599398129;30;0;4.834527015686035;4.834527015686035
Monfalcone;Grado-mare;18627.88487872898;9;0;4.997217178344727;4.997217178344727
Alberoni idrovora sacchetti;Grado-mare;14933.409607546955;22;0;-0.009229229763150215;0.009229229763150215
Monfalcone piscina comunale;Grado-mare;16555.318350351386;22;0;0.9136075377464294;0.9136075377464294
Flambruzzo;Lauzacco;19327.001031837877;8;60;11.445226669311523;48.55477333068848
Flambruzzo villa badoglio;Lauzacco;19122.682810373066;20;60;11.445226669311523;48.55477333068848
Case zoncolan;Lauzacco;18721.819001421678;9;60;10.054102897644043;49.94589710235596
Ariis;Lauzacco;18802.745812479443;8;60;10.054102897644043;49.94589710235596
Ariis parco;Lauzacco;19087.87411884026;8;60;10.054102897644043;49.94589710235596
Ariis centro e.t.p.;Lauzacco;19125.987777260827;17;60;10.054102897644043;49.94589710235596
Casa di guardia;Lauzacco;16882.45674185927;13;60;17.048948287963867;42.95105171203613
Lestizza;Lauzacco;11186.29121427677;7;60;38.815711975097656;21.184288024902344
Villacaccia;Lauzacco;15685.053723465553;8;60;46.654701232910156;13.345298767089844
Villaorba;Lauzacco;16126.442227657497;8;60;67.18202209472656;7.1820220947265625
Rivolto;Lauzacco;19730.958124446206;7;60;37.384830474853516;22.615169525146484
Talmassons;Lauzacco;13525.896814134485;7;60;25.050640106201172;34.94935989379883
Pantianicco;Lauzacco;18434.16313682355;6;60;69.67994689941406;9.6799468994140625
Colloredo di prato;Lauzacco;13269.080543831853;17;60;103.91793823242188;43.917938232421875
Pasian di prato;Lauzacco;10624.06483530991;12;60;101.91656494140625;41.91656494140625
Basaldella di campoformido;Lauzacco;7166.932859038197;22;60;85.4479751586914;25.447975158691406
Pozzuolo del friuli;Lauzacco;6053.611224097642;17;60;64.30040740966797;4.300407409667969
Mortegliano;Lauzacco;8169.208051651289;10;60;42.066070556640625;17.933929443359375
Castions di strada;Lauzacco;10495.386837512282;17;60;20.14171028137207;39.85828971862793
Cormor paradiso;Lauzacco;14408.506044645215;13;60;11.960711479187012;48.03928852081299
Sant'andrat del cormor;Lauzacco;11411.68642858764;18;60;22.43624496459961;37.56375503540039
Ponte ss 252 km 13;Lauzacco;10339.306903503953;18;60;26.271743774414062;33.72825622558594
Ponte ss 252 km 14;Lauzacco;9643.669456766467;18;60;26.311248779296875;33.688751220703125
Fauglis;Lauzacco;10391.482234594772;6;60;17.458444595336914;42.541555404663086
Sevegliano;Lauzacco;10810.892438033508;9;60;16.583078384399414;43.416921615600586
Visco;Lauzacco;11467.757851764218;6;60;20.478994369506836;39.521005630493164
Risano case moschioni;Lauzacco;1665.8266532300672;17;60;62.54551315307617;2.545513153076172
Gris cuccana;Lauzacco;5862.326305805794;10;60;37.09934997558594;22.900650024414062
Palmanova;Lauzacco;8019.486391858793;7;60;26.880163192749023;33.11983680725098
Trivignano udinese;Lauzacco;6396.398391514839;16;60;41.905914306640625;18.094085693359375
Lauzacco;Lauzacco;886.4651551728304;0;60;55.54144287109375;4.45855712890625
Ialmicco sede protezione civile regionale;Lauzacco;9177.266640950298;37;60;26.88026237487793;33.11973762512207
Pavia di udine;Lauzacco;2143.3837983359685;12;60;63.512428283691406;3.5124282836914062
Cerneglons ponte;Lauzacco;7368.2027984263395;15;60;87.30888366699219;27.308883666992188
Viscone;Lauzacco;10390.400734742314;8;60;33.00700378417969;26.992996215820312
Tapogliano ex ponte ss 252;Lauzacco;14425.394098503377;23;60;20.637659072875977;39.36234092712402
Villesse ponte ss 351;Lauzacco;18526.11337335061;20;60;12.620546340942383;47.37945365905762
Selvis;Lauzacco;10810.071949172418;8;60;98.00841522216797;38.00841522216797
Cerneglons;Lauzacco;8933.430135531931;9;60;91.393829345703125;31.393829345703125
Orzano;Lauzacco;11064.234091848624;5;60;100.03337860107422;40.03337860107422
Manzano ponte case;Lauzacco;9251.520879362013;14;60;65.63212585449219;5.6321258544921875
Manzano;Lauzacco;8649.565283823002;4;60;75.56151580810547;15.561515808105469
Brazzano;Lauzacco;14041.57169838309;5;60;70.73090362548828;10.730903625488281
Cormons;Lauzacco;15461.00571026396;8;60;79.207275390625;19.207275390625
Versa ponte ss 252;Lauzacco;14895.134256588239;16;60;22.48201560974121;37.51798439025879
Capriva localita' la baita;Lauzacco;19004.93797559066;23;60;53.29371643066406;6.7062835693359375
Ruzzis;Lauzacco;19424.870064791314;6;60;62.071739196777344;2.0717391967773438
La baita ponte;Lauzacco;18923.75027691681;10;60;53.29371643066406;6.7062835693359375
Fratta;Lauzacco;15145.75682028305;7;60;23.620899200439453;36.37910079956055
